scenario_id,event_class,config,model,correct_diag,correct_tool,grounded,halluc,recommendation,latency,confidence,is_correct,parse_mode,raw
IEEE14_SCN_001766,E5,E1_LLM,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,56.403666734695435,1.0,True,json,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The event involved a change in renewable generation (sgen_WIND6) with no demand change, resulting in an overvoltage condition (E7).""
}
```"
IEEE14_SCN_001918,E3,E1_LLM,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,60.8701605796814,0.5,False,last-E-digit,"Thinking Process:

1.  **Analyze the Request:** The goal is to diagnose the INJECTED EVENT CLASS (E0, E1, E2, E3, E4, E5, E7, E9) based on the provided pre/post state and observed evidence.
2.  **Analyze the Scenario (IEEE14_SCN_001918):**
    *   Pre: load 1.05, solar 0.65, wind 0.92, SOC 0.64
    *   Post: V 0.9337-1.0600 pu, peak 1.51% viol, 2 under True, over False.
3.  **Analyze the Observed Evidence (Telemetry):**
    *   Switching: branches OPEN: line_6_13 | no generators offline. (Wait, the prompt says ""no generators offline"" but the switching list shows `line_6_13` is OPEN. This is a "
IEEE14_SCN_002621,E9,E1_LLM,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,61.845364809036255,0.5,True,last-E-digit,"```json
{
  ""event_class"": ""E7|E9"",
  """
IEEE14_SCN_001060,E3,E1_LLM,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,61.856937408447266,0.5,True,last-E-digit,"Thinking Process:

1.  **Analyze the Request:** The goal is to diagnose the INJECTED EVENT CLASS (E0, E1, E2, E3, E4, E5, E7, E9) based on the provided pre/post scenario data and observed evidence.
2.  **Analyze the Scenario Data:**
    *   Pre: load 0.93, solar 0.58, wind 0.57, SOC 0.47
    *   Post: V 0.9458-1.0600 pu, peak 1.35% viol 0, over/under/overload False.
    *   *Key Observation:* The post-event voltage range includes 1.0600 pu, which is > 1.05 pu. This suggests an Overvoltage condition (E7).
3.  **Analyze the Observed Evidence (Telemetry):**
    *   Switching: branches OPEN: line_"
IEEE14_SCN_002166,E7,E1_LLM,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,57.60856223106384,1.0,False,json,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""Multiple generators (G2, G3, G6, G8) are offline while demand remains unchanged, indicating a generator outage.""
}
```"
IEEE14_SCN_001981,E3,E1_LLM,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,62.133076906204224,0.5,False,last-E-digit,"Thinking Process:

1.  **Analyze the Request:** The goal is to diagnose the INJECTED EVENT CLASS (E0, E1, E2, E3, E4, E5, E7, E9) based on the provided pre/post scenario data and observed evidence. The output must be a specific JSON format.

2.  **Analyze the Scenario Data:**
    *   Pre: load 1.03, solar 0.44, wind 0.56, SOC 0.73
    *   Post: V 0.9364-1.0600 pu, peak 1.52% viol, 2 under True, over False.
    *   *Key Observation:* The post-event voltage range (0.9364 to 1.0600 pu) includes a violation (V > 1.05 pu).

3.  **Analyze the Observed Evidence (Telemetry):**
    *   Switching: branc"
IEEE14_SCN_001828,E3,E1_LLM,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,62.53780937194824,0.5,False,last-E-digit,"Thinking Process:

1.  **Analyze the Request:** The goal is to diagnose the INJECTED EVENT CLASS (E0, E1, E2, E3, E4, E5, E7, E9) based on the provided pre/post scenario data and observed evidence. The output must be a specific JSON format.

2.  **Analyze the Scenario Data:**
    *   *Pre:* load 1.07, solar 0.91, wind 0.33, SOC 0.28
    *   *Post:* V 0.9378-1.0600 pu, peak 1.61% viol, 2 under True, over False.
    *   *Observed Evidence (Telemetry):*
        *   Switching: branches OPEN: line_6_13 | no generators offline. (Wait, the prompt says ""no generators offline"" but the switching list sh"
IEEE14_SCN_001428,E4,E1_LLM,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,57.05421710014343,1.0,True,json,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""A generator (gen_G2) went offline while demand remained unchanged, which is the definition of a generator outage.""
}
```"
IEEE14_SCN_000755,E2,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,60.58235168457031,0.5,False,last-E-digit,"```json
{
  ""event_class"": ""E2|E7"",
  ""confidence"": 1.0,
  ""tool"": ""grid_"
IEEE14_SCN_001001,E3,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,60.78904056549072,0.5,True,last-E-digit,"Thinking Process:

1.  **Analyze the Request:** The goal is to classify an injected event class (E0, E1, E2, E3, E4, E5, E7, E9) based on provided pre/post-event data and rules. The output must be a specific JSON format.
2.  **Analyze the Scenario (IEEE14_SCN_001001):**
    *   Pre: load 1.10, solar 0.35, wind 0.76, SOC 0.80.
    *   Post: V 0.9580-1.0600 pu peak 2.75% viol 0 under False over False overload False.
3.  **Analyze the Observed Evidence (Telemetry):**
    *   Switching: branches OPEN: `line_1_2` | no generators offline. (Crucial: A line is opened).
    *   Changed demand elements:"
IEEE14_SCN_002945,E9,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,56.086320638656616,1.0,True,json,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The event involves both a switching action (line_3_4 opened) and a significant change in demand (Delta load +40.28 MW).""
}
```"
IEEE14_SCN_001338,E4,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,60.78543567657471,0.5,False,last-E-digit,"```json
{
  ""event_class"": ""E4|E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""The event is caused by a generator outage (E4) and resulted in an overvoltage condition (E7) as evidenced by V"
IEEE14_SCN_001027,E3,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,61.06515336036682,0.5,False,last-E-digit,"```json
{
  ""event_class"": ""E3|E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""A transmission line outage (line_2"
IEEE14_SCN_002781,E9,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,61.05168890953064,0.5,False,last-E-digit,"The user wants me to act as a grid-aware LLM operator and diagnose an injected event class based on provided telemetry and rules.

**Scenario Analysis:**
*   **Pre-state:** load 1.04, solar 0.61, wind 0.33, SOC 0.60
*   **Post-state:** V 0.9645-1.0600 pu peak 1.96% viol 0 under False over False overload False
*   **Switching:** no branches opened
*   **Generators OFFLINE:** gen_G2 (This is a generator outage)
*   **Changed demand elements:** none
*   **Changed renewable elements:** sgen_PV14, sgen_WIND6 (This is a renewable ramp)
*   **Delta load:** +0.00 MW (No change in load)
*   **Delta sla"
IEEE14_SCN_001803,E3,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,61.34378933906555,0.5,False,last-E-digit,"The user wants me to act as a grid-aware LLM operator and diagnose an injected event class based on provided evidence and rules.

**Scenario Analysis:**
*   **Pre-state:** load 1.09, solar 0.82, wind 0.36, SOC 0.55
*   **Post-state:** V 0.9335-1.0600 pu, peak 1.59% viol, 2 under True, over False.
*   **Observed evidence:**
    *   Switching: branches OPEN: line_6_13 | no generators offline
    *   Changed demand elements: none
    *   Changed renewable elements: none
    *   Delta load: +0.00 MW
    *   Delta slack generation: +1.16 MW
    *   Delta losses: +1.16 MW
    *   Delta V_min: -0.038"
IEEE14_SCN_000636,E2,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,55.403481245040894,1.0,False,json,"```json
{
  ""event_class"": ""E2|E7"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The event is classified as E2 because the load dropped (-3.73 MW) with no switching, and E7 because the post-event voltage reached 1.0600 pu, exceeding the 1.05 pu threshold.""
}
```"
IEEE14_SCN_001535,E5,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,60.920552253723145,0.5,False,last-E-digit,"The user wants me to act as a grid-aware LLM operator and diagnose an injected event class based on provided evidence and rules.

**Scenario Analysis:**
*   **Pre-state:** load 0.77, solar 0.80, wind 0.22, SOC 0.60.
*   **Post-state:** V 0.9869-1.0600 pu, peak 1.03% viol, 0 under/overload.
*   **Switching:** No branches opened, no generators offline.
*   **Changed demand elements:** None.
*   **Changed renewable elements:** `sgen_PV14` (This is a change).
*   **Delta load:** +0.00 MW (No change).
*   **Delta slack generation:** -2.59 MW (Change).
*   **Delta losses:** -0.18 MW (Change).
*   **"
IEEE14_SCN_001668,E5,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,58.39388966560364,1.0,False,json,"```json
{
  ""event_class"": ""E5|E7"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""Renewable elements changed output without switching or load change (E5), and the post-event voltage reached 1.0600 pu, indicating an overvoltage (E7).""
}
```"
IEEE14_SCN_000512,E1,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,60.969496726989746,0.5,False,last-E-digit,"```json
{
  ""event_class"": ""E1|E7"",
  ""confidence"": "
IEEE14_SCN_002976,E9,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,56.68983268737793,1.0,True,json,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The event is compound (E9) as a switching event (line_10_11 OPEN) occurred simultaneously with a significant change in demand (Delta load +67.92 MW).""
}
```"
IEEE14_SCN_001766,E5,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,60.937259674072266,1.0,False,json,"```json
{
  ""event_class"": ""E5|E7"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The event involved a change in renewable generation (sgen_WIND6) without switching, resulting in an overvoltage condition (V_max = 1.0600 pu).""
}
```"
IEEE14_SCN_001918,E3,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,59.086379289627075,1.0,True,json,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""A transmission line (line_6_13) was opened, and the demand remained unchanged.""
}
```"
IEEE14_SCN_002621,E9,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,59.677284717559814,1.0,True,json,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The event is compound, involving both a switching action (line_1_2 opened) and a significant change in demand elements, resulting in an overvoltage (E7).""
}
```"
IEEE14_SCN_001060,E3,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,60.9816529750824,0.5,False,last-E-digit,"```json
{
  ""event_class"": ""E3|E7"",
  ""confidence"": 0.95,
  ""tool"": ""contingency"",
  """
IEEE14_SCN_002166,E7,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,61.061772108078,0.5,True,last-E-digit,"Thinking Process:

1.  **Analyze the Request:** The goal is to classify an injected event class (E0, E1, E2, E3, E4, E5, E7, E9) based on provided telemetry and rules for Scenario IEEE14_SCN_002166. The output must be a specific JSON format.

2.  **Analyze the Input Data (Pre/Post/Telemetry):**
    *   **Pre:** load 0.82, solar 0.95, wind 0.70, SOC 0.46.
    *   **Post:** V 1.0033-1.0800 pu, peak 1.11% viol 1, under False, over True, overload False.
    *   **Switching:** no branches opened.
    *   **Generators OFFLINE:** gen_G2, gen_G3, gen_G6, gen_G8.
    *   **Changed demand elements:** no"
IEEE14_SCN_001981,E3,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,55.104907512664795,0.95,False,json,"```json
{
  ""event_class"": ""E3|E7"",
  ""confidence"": 0.95,
  ""tool"": ""contingency"",
  ""reason"": ""A transmission line outage (line_6_13) occurred with no change in demand, resulting in an overvoltage condition (V up to 1.0600 pu).""
}
```"
IEEE14_SCN_001828,E3,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,60.9279887676239,0.5,True,last-E-digit,"```json
{
  ""event_class"": ""E3"",
  ""confidence"":"
IEEE14_SCN_001428,E4,E2_LLM_RAG,gemma-4-E4B-it-Q4_0.gguf,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,61.0942862033844,0.5,False,json,"The user wants me to act as a grid-aware LLM operator and diagnose an injected event class based on provided evidence and rules.

**Scenario Analysis:**
*   **Pre-state:** load 0.96, solar 0.34, wind 0.92, SOC 0.40.
*   **Post-state:** V 0.9742-1.0600 pu, peak 1.65% viol, 0 under/overload.
*   **Observed evidence:**
    *   Switching: no branches opened.
    *   Generators OFFLINE: gen_G2 (This is a generator outage).
    *   Changed demand elements: none.
    *   Changed renewable elements: none.
    *   Delta load: +0.00 MW.
    *   Delta slack generation: +41.81 MW.
    *   Delta losses: +1"
IEEE14_SCN_000755,E2,E3_LLM_Tools,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,63.412312507629395,0.5,True,last-E-digit,"Thinking Process:

1.  **Analyze the Request:** The goal is to diagnose the INJECTED EVENT CLASS (E0, E1, E2, E3, E4, E5, E7, E9) based on the provided scenario evidence. The output must be a specific JSON format.
2.  **Analyze the Scenario Data:**
    *   **Pre-state:** load 0.81, solar 0.26, wind 0.81, SOC 0.26.
    *   **Post-state:** V 0.9838-1.0600 pu (Peak 0.91% violation).
    *   **Switching:** No branches opened, no generators offline.
    *   **Changed demand elements:** load_bus_2, load_bus_3, load_bus_4, load_bus_5. (Demand changed).
    *   **Changed renewable elements:** None.
  "
IEEE14_SCN_001001,E3,E3_LLM_Tools,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,60.023436546325684,0.5,True,last-E-digit,"Thinking Process:

1.  **Analyze the Request:** The goal is to diagnose the INJECTED EVENT CLASS (E0, E1, E2, E3, E4, E5, E7, E9) based on the provided pre/post state and observed evidence.
2.  **Analyze the Scenario (IEEE14_SCN_001001):**
    *   Pre: load 1.10, solar 0.35, wind 0.76, SOC 0.80.
    *   Post: V 0.9580-1.0600 pu, peak 2.75% viol, 0 under/overload, False over/under.
3.  **Analyze the Observed Evidence (Telemetry):**
    *   Switching: branches OPEN: line_1_2 | no generators offline. (Wait, the prompt says ""branches OPEN: line_1_2"" but the rules for E3/E4/E9 usually relate to *in"
IEEE14_SCN_002945,E9,E3_LLM_Tools,gemma-4-E4B-it-Q4_0.gguf,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,63.23722839355469,1.0,True,json,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""grid_query"",
  ""reason"": ""The scenario exhibits both a switching event (line_3_4 opened) and a change in demand (Delta load +40.28 MW), meeting the criteria for a Compound event.""
}
```"
IEEE14_SCN_001338,E4,E3_LLM_Tools,gemma-4-E4B-it-Q4_0.gguf,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,60.46886324882507,0.5,False,last-E-digit,"The user wants me to act as a grid-aware LLM operator and diagnose an injected event class based on provided telemetry and rules.

**Scenario Analysis:**
*   **Pre-state:** load 0.84, solar 0.51, wind 0.24, SOC 0.79
*   **Post-state:** V 0.9836-1.0600 pu, peak 1.46% viol 0, over/under load False.
*   **Observed evidence:**
    *   Switching: no branches opened.
    *   Generators OFFLINE: gen_G2 (This is a change in generator status).
    *   Changed demand elements: none.
    *   Changed renewable elements: none.
    *   Delta load: +0.00 MW.
    *   Delta slack generation: +41.41 MW.
    *  "
