scenario_id,event_class,config,model,correct_diag,turns,n_tool_calls,n_calls_valid,n_calls_exec,pred,tools_used,final_reason,raw
IEEE14_SCN_001116,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The observed telemetry and grid query indicate that line_2_5 is open with no change in demand, corresponding to a transmission-line outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed telemetry and grid query indicate that line_2_5 is open with no change in demand, corresponding to a transmission-line outage.""}"
IEEE14_SCN_002926,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","Observed evidence clearly shows both a branch outage (line_3_4 OPEN) and a simultaneous positive demand change across multiple loads (+44.20 MW), which precisely matches the E9 Compound event class.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 0.99, ""tool"": ""grid_query"", ""reason"": ""Observed evidence clearly shows both a branch outage (line_3_4 OPEN) and a simultaneous positive demand change across multiple loads (+44.20 MW), which precisely matches the E9 Compound event class.""}"
IEEE14_SCN_001408,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""grid_query"": 1}","The observed evidence explicitly states that generator G6 is offline with no switching of branches or change in demand, which matches the definition of a generator outage.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed evidence explicitly states that generator G6 is offline with no switching of branches or change in demand, which matches the definition of a generator outage.""}"
IEEE14_SCN_001945,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","Telemetry shows line_6_13 is open with no change in demand, renewable output, or generator status, indicating a simple transmission-line outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Telemetry shows line_6_13 is open with no change in demand, renewable output, or generator status, indicating a simple transmission-line outage.""}"
IEEE14_SCN_002692,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","The scenario exhibits both a transmission line outage (switching of line_1_2) and a significant simultaneous load surge across multiple demand buses (+54.46 MW total delta load), correctly classifying","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The scenario exhibits both a transmission line outage (switching of line_1_2) and a significant simultaneous load surge across multiple demand buses (+54.46 MW total delta load), correctly classifying it as an E9 Compound event.""}"
IEEE14_SCN_002986,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","Observed both transmission-line switching (branch line_2_5 is open) and a significant demand increase (+49.06 MW across multiple loads), classifying this as a compound event (E9).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed both transmission-line switching (branch line_2_5 is open) and a significant demand increase (+49.06 MW across multiple loads), classifying this as a compound event (E9).""}"
IEEE14_SCN_002976,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","The observed state features both a transmission line outage (line_10_11) and widespread changes in demand across multiple load buses, matching the E9 Compound event class.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The observed state features both a transmission line outage (line_10_11) and widespread changes in demand across multiple load buses, matching the E9 Compound event class.""}"
IEEE14_SCN_000993,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""run_power_flow"": 1}","Telemetry shows a transmission line outage (line_9_14 is open) with no change in demand, generator status, or renewable output, classifying this strictly as E3 Transmission-Line Outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry shows a transmission line outage (line_9_14 is open) with no change in demand, generator status, or renewable output, classifying this strictly as E3 Transmission-Line Outage.""}"
IEEE14_SCN_001595,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","The telemetry shows a change in renewable generation (sgen_WIND6) with no branch switching or demand changes, characteristic of a renewable ramp.","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry shows a change in renewable generation (sgen_WIND6) with no branch switching or demand changes, characteristic of a renewable ramp.""}"
IEEE14_SCN_002846,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","The observed evidence confirms both a transmission line outage (branch line_3_4 is OPEN) and multiple demand changes across the network, perfectly matching the E9 Compound event class.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The observed evidence confirms both a transmission line outage (branch line_3_4 is OPEN) and multiple demand changes across the network, perfectly matching the E9 Compound event class.""}"
IEEE14_SCN_002471,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","Observed telemetry shows a transmission line outage (line_1_5) combined with a simultaneous demand increase across multiple load buses, classifying the scenario as an E9 Compound event.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Observed telemetry shows a transmission line outage (line_1_5) combined with a simultaneous demand increase across multiple load buses, classifying the scenario as an E9 Compound event.""}"
IEEE14_SCN_000512,E1,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E1,"{""grid_query"": 1}","The telemetry shows a positive demand increase (+0.63 MW) at load_bus_5 with no branch switching or generator outages, which precisely defines a Load Surge (E1).","{""action"": ""final_answer"", ""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry shows a positive demand increase (+0.63 MW) at load_bus_5 with no branch switching or generator outages, which precisely defines a Load Surge (E1).""}"
IEEE14_SCN_002826,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","The scenario exhibits both a transmission line outage (line_6_11) and a significant demand increase across multiple load buses, classifying it as a compound event (E9).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The scenario exhibits both a transmission line outage (line_6_11) and a significant demand increase across multiple load buses, classifying it as a compound event (E9).""}"
IEEE14_SCN_002332,E7,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E7,"{""run_power_flow"": 1}","The power flow solution shows an overvoltage violation with maximum voltage at 1.08 pu (>1.05 pu), satisfying the E7 Overvoltage criterion.","{""action"": ""final_answer"", ""event_class"": ""E7"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The power flow solution shows an overvoltage violation with maximum voltage at 1.08 pu (>1.05 pu), satisfying the E7 Overvoltage criterion.""}"
IEEE14_SCN_000407,E1,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E1,"{""grid_query"": 1}","Demand increased at multiple load buses without any switching or generator outages, resulting in higher slack generation and positive delta load of +11.57 MW.","{""action"": ""final_answer"", ""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Demand increased at multiple load buses without any switching or generator outages, resulting in higher slack generation and positive delta load of +11.57 MW.""}"
IEEE14_SCN_002292,E7,closed_loop,gemini-3.5-flash-lite,False,2,1,1,1,E4,"{""grid_query"": 1}","Multiple generators (gen_G2, gen_G3, gen_G6, gen_G8) are observed OFFLINE without any load or transmission changes, indicating generator outages (E4).","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 0.99, ""tool"": ""grid_query"", ""reason"": ""Multiple generators (gen_G2, gen_G3, gen_G6, gen_G8) are observed OFFLINE without any load or transmission changes, indicating generator outages (E4).""}"
IEEE14_SCN_001211,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""run_power_flow"": 1}","Telemetry indicates generator gen_G8 is offline with no other demand changes or switching actions, directly identifying a generator outage.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry indicates generator gen_G8 is offline with no other demand changes or switching actions, directly identifying a generator outage.""}"
IEEE14_SCN_000735,E2,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E2,"{""grid_query"": 1}","Observed telemetry indicates a decrease in demand at load_bus_6 with no switching or renewable changes, corresponding to a load drop event (E2).","{""action"": ""final_answer"", ""event_class"": ""E2"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry indicates a decrease in demand at load_bus_6 with no switching or renewable changes, corresponding to a load drop event (E2).""}"
IEEE14_SCN_002703,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}",The scenario exhibits both a transmission-line outage (line_13_14) and a simultaneous demand increase across multiple load buses.,"{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The scenario exhibits both a transmission-line outage (line_13_14) and a simultaneous demand increase across multiple load buses.""}"
IEEE14_SCN_002982,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","Observed telemetry shows both a transmission line outage (line_12_13) and a widespread demand surge across multiple load buses (+37.06 MW total delta), classifying the scenario as a compound event (E9","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry shows both a transmission line outage (line_12_13) and a widespread demand surge across multiple load buses (+37.06 MW total delta), classifying the scenario as a compound event (E9).""}"
IEEE14_SCN_000841,E2,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E2,"{""grid_query"": 1}","Telemetry shows a decrease in demand at load_bus_13 with no line or generator switching, matching a load drop event (E2).","{""action"": ""final_answer"", ""event_class"": ""E2"", ""confidence"": 0.99, ""tool"": ""grid_query"", ""reason"": ""Telemetry shows a decrease in demand at load_bus_13 with no line or generator switching, matching a load drop event (E2).""}"
IEEE14_SCN_000073,E0,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E0,"{""run_power_flow"": 1}","All telemetry and power flow measurements show no switching, no demand or renewable changes, and no overvoltage violations.","{""action"": ""final_answer"", ""event_class"": ""E0"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""All telemetry and power flow measurements show no switching, no demand or renewable changes, and no overvoltage violations.""}"
IEEE14_SCN_001122,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The observed telemetry and grid query indicate a transmission line outage (line_9_10 is open) with no changes in demand, generation, or renewable output.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed telemetry and grid query indicate a transmission line outage (line_9_10 is open) with no changes in demand, generation, or renewable output.""}"
IEEE14_SCN_000730,E2,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E2,"{""run_power_flow"": 1}","Telemetry shows a negative delta load of -0.67 MW at load_bus_10 with no branch or generator switching, indicating a load drop.","{""action"": ""final_answer"", ""event_class"": ""E2"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry shows a negative delta load of -0.67 MW at load_bus_10 with no branch or generator switching, indicating a load drop.""}"
IEEE14_SCN_002404,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","The scenario exhibits both a transmission line outage (line_1_2) and a significant demand surge across multiple loads (+50.50 MW), classifying it as an E9 compound event.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The scenario exhibits both a transmission line outage (line_1_2) and a significant demand surge across multiple loads (+50.50 MW), classifying it as an E9 compound event.""}"
IEEE14_SCN_001817,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The observed telemetry clearly shows that transmission line 'line_6_13' is OPEN while all demands and generators remain unchanged, which classifies this scenario as a Transmission-Line Outage (E3).","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed telemetry clearly shows that transmission line 'line_6_13' is OPEN while all demands and generators remain unchanged, which classifies this scenario as a Transmission-Line Outage (E3).""}"
IEEE14_SCN_000556,E1,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E1,"{""run_power_flow"": 1}",Telemetry shows a positive demand change at load_bus_13 (+1.40 MW) with no switching events or generator outages.,"{""action"": ""final_answer"", ""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry shows a positive demand change at load_bus_13 (+1.40 MW) with no switching events or generator outages.""}"
IEEE14_SCN_001253,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""grid_query"": 1}","Generator gen_G8 is observed offline with no demand changes or switching actions, corresponding to a generator outage.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Generator gen_G8 is observed offline with no demand changes or switching actions, corresponding to a generator outage.""}"
IEEE14_SCN_001784,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","Observed evidence clearly shows changed renewable elements sgen_PV14 and sgen_WIND6 with no switching or demand changes, corresponding to a renewable ramp event (E5).","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed evidence clearly shows changed renewable elements sgen_PV14 and sgen_WIND6 with no switching or demand changes, corresponding to a renewable ramp event (E5).""}"
IEEE14_SCN_002153,E7,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E7,"{""grid_query"": 1}","The post-event state exhibits a maximum voltage of 1.06 pu, exceeding the 1.05 pu overvoltage threshold without any demand changes or switching.","{""action"": ""final_answer"", ""event_class"": ""E7"", ""confidence"": 0.95, ""tool"": ""grid_query"", ""reason"": ""The post-event state exhibits a maximum voltage of 1.06 pu, exceeding the 1.05 pu overvoltage threshold without any demand changes or switching.""}"
IEEE14_SCN_002430,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","The scenario exhibits both a transmission line outage (line_1_5) and significant demand increases across multiple loads, fitting the E9 Compound event class.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The scenario exhibits both a transmission line outage (line_1_5) and significant demand increases across multiple loads, fitting the E9 Compound event class.""}"
IEEE14_SCN_002536,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","The scenario exhibits both a transmission line outage (line_1_2) and multiple load changes, meeting the criteria for a compound event (E9).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The scenario exhibits both a transmission line outage (line_1_2) and multiple load changes, meeting the criteria for a compound event (E9).""}"
IEEE14_SCN_001757,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","Renewable elements sgen_PV14 and sgen_WIND6 changed output with no switching or demand changes, classifying the event as E5 Renewable Ramp.","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Renewable elements sgen_PV14 and sgen_WIND6 changed output with no switching or demand changes, classifying the event as E5 Renewable Ramp.""}"
IEEE14_SCN_002496,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","Both a transmission line outage (line_1_2 OPEN) and significant simultaneous load increases across multiple buses occurred, classifying the event as E9 Compound.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 0.99, ""tool"": ""run_power_flow"", ""reason"": ""Both a transmission line outage (line_1_2 OPEN) and significant simultaneous load increases across multiple buses occurred, classifying the event as E9 Compound.""}"
IEEE14_SCN_000738,E2,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E2,"{""grid_query"": 1}","Observed telemetry shows a decrease in demand at load_bus_14 with no switching events, matching the criteria for a Load Drop (E2).","{""action"": ""final_answer"", ""event_class"": ""E2"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry shows a decrease in demand at load_bus_14 with no switching events, matching the criteria for a Load Drop (E2).""}"
IEEE14_SCN_001668,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","Renewable elements sgen_PV14 and sgen_WIND6 changed output with no switching or demand changes, corresponding to an E5 Renewable Ramp event.","{""action"": ""final_answer"", ""event_class"": ""E5 Renewable Ramp"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Renewable elements sgen_PV14 and sgen_WIND6 changed output with no switching or demand changes, corresponding to an E5 Renewable Ramp event.""}"
IEEE14_SCN_002888,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","Observed evidence shows both a transmission line outage (line_2_4) and significant demand increases across multiple buses, classifying this as a compound event (E9).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Observed evidence shows both a transmission line outage (line_2_4) and significant demand increases across multiple buses, classifying this as a compound event (E9).""}"
IEEE14_SCN_000995,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The telemetry and grid query indicate that line_2_3 is open with no demand or renewable changes, which classifies the event as a transmission-line outage (E3).","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry and grid query indicate that line_2_3 is open with no demand or renewable changes, which classifies the event as a transmission-line outage (E3).""}"
IEEE14_SCN_001803,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""run_power_flow"": 1}","Telemetry shows line_6_13 is open with no change in demand, generators, or renewables, perfectly matching a single transmission-line outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry shows line_6_13 is open with no change in demand, generators, or renewables, perfectly matching a single transmission-line outage.""}"
IEEE14_SCN_000521,E1,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E1,"{""grid_query"": 1}","Telemetry shows no switching or generator outages, and demand explicitly increases at multiple load buses (load_bus_9, load_bus_10, load_bus_14) with a positive delta load of +7.80 MW.","{""action"": ""final_answer"", ""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Telemetry shows no switching or generator outages, and demand explicitly increases at multiple load buses (load_bus_9, load_bus_10, load_bus_14) with a positive delta load of +7.80 MW.""}"
IEEE14_SCN_001060,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The telemetry clearly indicates a single transmission line outage (line_6_13) with no demand or renewable changes, which classifies the event as a transmission-line outage (E3).","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry clearly indicates a single transmission line outage (line_6_13) with no demand or renewable changes, which classifies the event as a transmission-line outage (E3).""}"
IEEE14_SCN_002877,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","The scenario exhibits both a transmission line outage (line_6_13) and a simultaneous positive demand change across multiple loads (+43.71 MW), classifying it as a compound event (E9).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 0.99, ""tool"": ""run_power_flow"", ""reason"": ""The scenario exhibits both a transmission line outage (line_6_13) and a simultaneous positive demand change across multiple loads (+43.71 MW), classifying it as a compound event (E9).""}"
IEEE14_SCN_001956,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The observed evidence confirms a transmission line outage (line_6_13) with no demand or renewable changes, classifying it as E3 Transmission-Line Outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed evidence confirms a transmission line outage (line_6_13) with no demand or renewable changes, classifying it as E3 Transmission-Line Outage.""}"
IEEE14_SCN_001944,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","Transmission line line_6_13 is open with no demand or generator changes, classifying the event as a transmission-line outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Transmission line line_6_13 is open with no demand or generator changes, classifying the event as a transmission-line outage.""}"
IEEE14_SCN_002945,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","Telemetry shows a transmission line outage (line_3_4) combined with a significant demand increase across multiple load buses (+40.28 MW), satisfying the compound event criteria (E9).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 0.99, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry shows a transmission line outage (line_3_4) combined with a significant demand increase across multiple load buses (+40.28 MW), satisfying the compound event criteria (E9).""}"
IEEE14_SCN_000529,E1,closed_loop,gemini-3.5-flash-lite,True,1,0,0,0,E1,{},"Telemetry shows an active demand increase at load_bus_13 with no switching events, generator changes, or renewable variations.","{""action"": ""final_answer"", ""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""none"", ""reason"": ""Telemetry shows an active demand increase at load_bus_13 with no switching events, generator changes, or renewable variations.""}"
IEEE14_SCN_002055,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""run_power_flow"": 1}","Telemetry shows line_6_13 is OPEN without any demand or renewable changes, which matches a transmission-line outage (E3).","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry shows line_6_13 is OPEN without any demand or renewable changes, which matches a transmission-line outage (E3).""}"
IEEE14_SCN_002533,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","The observed state features both a transmission line outage (line_1_2) and multiple load increases across the network, classifying it as a compound event (E9).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed state features both a transmission line outage (line_1_2) and multiple load increases across the network, classifying it as a compound event (E9).""}"
IEEE14_SCN_001395,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""grid_query"": 1}","Observed telemetry clearly shows generator G8 is OFFLINE without any load changes or switching actions, corresponding to a generator outage.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry clearly shows generator G8 is OFFLINE without any load changes or switching actions, corresponding to a generator outage.""}"
